name,latitude,longitude
Shaw's Ridge Farm Ice Cream,43.460869,-70.7663452
Nasson Health Care,43.4651018,-70.7980228
Sanford Community Adult Education,43.4658552,-70.799337
All Friends Learning Center,43.4659155,-70.7978846
Nasson Community Center and Liitle Theater,43.4661296,-70.7979262
University of Maine Cooperative Extension in York County,43.4652352,-70.7983432
Liberty Bank,41.3981513,-72.8519204
Panera Bread,41.3686966,-72.9209053
Moe's Southwest Grill,41.3687651,-72.9211649
347 Function Center - Knights Of Columbus,42.0931308,-70.9495784
Revival,42.3934579,-71.1204961
Dakzen,42.3933527,-71.1204383
"Lexington Periodontics & Implantology, LLC",42.4522532,-71.2312008
Salsas 3 Mexican Grill,41.5620346,-72.6523696
Bear’s Smokehouse,41.314711,-72.9060314
LifeWorks,43.4630956,-70.7861272
Kai Asian Fusion,43.4661686,-70.7973267
Northampton Center For The Arts,42.3197585,-72.6265491
Bangin' Wingz,41.8387249,-71.4830561
Taco Bell,41.7913387,-71.4056847
Starbucks,41.7557957,-71.4611564
Blaze Pizza,41.7557103,-71.4611564
Anthony's Coal Fire Pizza,41.7578354,-71.4578352
Nick's on Westminster,41.8246736,-71.4105052
New Chief Wok,42.7898022,-71.2337718
Benny’s Clam Shack,41.3751013,-71.4894009
Mei Mei,42.3475693,-71.1058938
Dunkin',42.6366522,-71.314586
Gene’s Chinese Flatbread Café,42.3534357,-71.059593
Dumpling Daughter,42.3633827,-71.08817
CAVA,42.3631928,-71.0877761
Taipei Cuisine,42.2742315,-71.0242457
Brothers Pizza,42.6482353,-71.3192095
Wellness Center,42.6501889,-71.3235768
Trillium Brewing,42.3521489,-71.0474876
Springvale Publick House,43.464546,-70.7969901
Little Lambs Learning Center,43.4590861,-70.7915948
Subway,43.4159804,-70.7460442
Kokomo's Restaurant & Beach Bar,41.2844822,-72.2775359
Sunoco,43.4425725,-70.7740901
The Shop,43.6674941,-70.2530204
Planned Parenthood,43.4406153,-70.7762416
Marlborough Savings Bank,42.3597277,-71.4232973
CVS Pharmacy,42.0509473,-71.3461976
Cumberland Farms,42.0511245,-71.346152
Chick-fil-A,41.9220939,-71.3571424
Starbucks,42.2932884,-71.2350243
Olive Garden,42.0860716,-71.2713164
99 Restaurant,42.5607397,-71.9909933
Wendy's,42.5804065,-72.183189
Taco Bell,42.5803838,-72.1846802
The Pizza Club,42.6667189,-71.3030202
Newton Dentistry,42.3577231,-71.2398815
Boston News Cafe,42.3595155,-71.057655
Adelita,42.4570067,-71.3914782
Capo,42.3361625,-71.0470449
Fat Baby,42.3350453,-71.046167
JP Licks,42.3372722,-71.0488245
Caffè Nero,42.336874,-71.0474867
Manyee,43.1946406,-71.539241
Revelstoke Coffee,43.2070118,-71.5362671
High Spot Deli,42.3581111,-71.0618711
Citizens Bank,42.3578978,-71.0607519
KinderCare,42.3576805,-71.059678
Starbucks,41.3016886,-72.708708
Wingstop,41.3010394,-72.7080755
Wingstop,41.3003697,-72.7075436
Dunkin' Donuts,43.3001692,-71.3479154
Comella's,42.2849553,-71.3477889
Starbucks,43.2186094,-71.4851567
UNO Pizzeria & Grill,42.2556568,-71.1700982
IHOP,42.2565056,-71.1697124
Starbucks,42.2562698,-71.1687498
Epsom House of Pizza,43.2295234,-71.3598394
Showcase SuperLux,42.3222484,-71.1705921
ShowPlace ICON Boston,42.3529334,-71.0469809
Puppy Love Hot Dogs,43.205748,-71.5359053
The Post Downtown,43.2059365,-71.5359693
Northway Bank,43.2102178,-71.5373564
Tandy's Pub & Grille,43.2070965,-71.5360075
The Barley House,43.2075776,-71.5364293
Splendid Sushi,43.2040509,-71.536685
House of India,43.2042512,-71.5362353
Newton Square Pizza,42.2698175,-71.8256916
Dunkin' Donuts,42.1200661,-71.3241986
Baskin-Robbins,42.1200299,-71.3242433
Dairy Queen,42.0734674,-71.2595971
Dunkin' Donuts,42.0742716,-71.2596298
Baskin-Robbins,42.0742508,-71.2596812
Weathervane,43.2438742,-71.4470628
Moritomo,43.2118118,-71.5297572
Gloucester District Court,42.6128966,-70.6607145
Dance Studio of Maine South,43.4466771,-70.7868581
Thai Sawasdee,43.4443733,-70.7845413
RepubliCash,43.4443174,-70.7844159
Aspen Dental,42.7426152,-71.1599904
Einstein Bros. Bagels,43.2100263,-71.5310579
Five Guys,43.2122445,-71.5301456
Pretzelmaker,41.5510411,-72.8072632
Aspire Dental Health of Weymouth,42.1763559,-70.9556553
El Huipil,42.4327008,-71.4523375
UPS,43.5454286,-71.4860548
Penuche's Bar & Grill,42.9934662,-71.4627501
The Seafood King,42.9933792,-71.4627508
Subway,42.9922545,-71.4627128
Campo Enoteca,42.9919393,-71.4627315
Taj India,42.9918755,-71.4627315
Café La Reine,42.9913412,-71.4627024
Regal Fenway & RPX,42.3446092,-71.1016932
Colatina Exit Restaurant,43.9943871,-72.1279348
China Max,42.8265595,-71.5001832
Chicken Now,42.8265633,-71.5001884
Villa Fresh Italian Kitchen,42.8265787,-71.5001989
Buckhead Grill,42.8266057,-71.5002042
Auntie Anne's,42.8269493,-71.5000039
Barton Dental,43.9937401,-72.1276233
Local Buzz,43.9940089,-72.127956
Dunkin' Donuts,43.5706226,-70.3886941
Nick's Place,41.9199133,-71.5369875
Starbucks,42.3660787,-71.0281355
Pretzelmaker,41.5510674,-72.8085731
Subway,41.5504694,-72.8064367
Pretzelmaker,41.5508037,-72.8066117
Warwick Place,42.5017124,-70.8571845
Contemporary Artists Center at Woodside,42.7051771,-73.6915078
Bagels Plus,44.0589,-71.1363
Citgo,42.2400634,-71.3690505
Dunkin' Donuts,42.2399855,-71.369006
Marlborough Tavern,41.631183,-72.4592282
3 Fellas Pizza & Market,41.6314976,-72.4603295
Subway,41.6318633,-72.459267
New China Sea,41.6317786,-72.4609797
Marlborough Pizza & Restaurant,41.6293652,-72.4622646
Village Green Pizza Restaurant,41.6284588,-72.4625251
Vibes Gourmet Burgers,43.2034387,-71.5352089
Live Juice,43.2040478,-71.5354275
Siam Orchid Thai Bistro,43.2046255,-71.5355818
Wild Blossom,42.2186262,-71.1884723
Tower Theaters,42.258653,-72.5762721
Leominster District Court,42.5279843,-71.7614902
Reid's Ultimate Breakfast,42.0450121,-71.0104552
Carluccio's Italian Delicatessen,42.7040451,-73.6874451
Jakes Wayback Burgers,42.7554392,-71.2089256
Five Guys,42.7590645,-71.2115749
Opus,42.5220072,-70.8956205
Great Taste,42.3596003,-71.0585575
Dunkin',42.3594904,-71.0590046
Subway,42.3595944,-71.0586985
Agawam Congregational Church,42.0679754,-72.6147786
Saint John the Evangelist,42.0650117,-72.615827
Dunkin' Donuts,41.4142619,-72.9030474
Caffè Nero,42.3593235,-71.0600389
CVS Pharmacy,42.3600513,-71.0603435
Golden Ming,43.6462419,-72.0114852
Sal's Pizza,41.8254473,-72.5562147
Rubin Family Dentistry & Associates,41.8234593,-72.5553504
Panera Bread,42.4080018,-71.0853957
Smashburger,42.4081639,-71.0857758
Panda Express,42.408222,-71.0858503
SEA/SEIU Local 1984,43.2141177,-71.5410808
Westborough High School,42.263892,-71.6176377
603 Bakery and Cafe,43.6462937,-72.0111015
Reading Post Office,43.455684,-72.5375513
Keepers Cafe,43.4901818,-72.5546799
Red Wagon Bakery,43.6463272,-72.0102829
Juel Modern Apothecary Cafe,43.6489218,-72.3192333
Piecemeal Pies,43.6483536,-72.3188943
Canaan Village PIzza,43.6460596,-72.0084676
First Baptist Church,43.5442411,-72.2525208
Yummy Yummy,43.4802918,-72.3865265
Hartland Post Office,43.5406662,-72.3995298
Trail Break taps + tacos,43.6469289,-72.3190498
Enfield House of Pizza,43.6424131,-72.12031
Pride Center of the Capital Region,42.6532322,-73.7654792
Tufts University Mail Services,42.4093355,-71.119407
Fresh at Carmichael Dining Center,42.4093791,-71.1224752
State Street Diner,41.3543954,-72.0955012
Rhythm,41.3544231,-72.0956451
2 Wives Brick Oven + Eatery,41.3542332,-72.0990626
RD86,41.3536573,-72.0958919
York County Jail,43.4528079,-70.7172614
Family Pizza,43.3052554,-71.3276363
Ping Garden Chinese,43.3049084,-71.3274604
Mambo Bar & Restaurant,41.3519291,-72.0962179
Hill Top Pizzaria,43.2254098,-71.3438862
Mi Casa Mexican Restaurant #2,41.3533236,-72.0947503
Tresca's Eating Place,42.3669977,-71.185135
Panera Bread,42.1135558,-72.0842261
The Thai Place,42.1103346,-72.093536
Newburyport Dental Associates,42.8202012,-70.8898962
Bristol Highlands Community Center,41.6936317,-71.2866988
VFW Post 237,41.6791722,-71.2780706
Domino's Pizza,41.3185493,-72.9490678
Asylum Street Pizza,41.5328821,-72.0926815
Mini Melts USA,41.5300962,-72.0896919
United Driving School,42.2722556,-72.4092032
Subway,41.6917627,-71.4560508
Newport Beach Club,41.6244732,-71.2636563
Brunswick Topsham Land Trust Farmers' Market At Crystal Springs,43.8909898,-69.9955882
Westwood Pizza,42.2177256,-71.2251761
Edgartown Cinema,41.3902692,-70.5141673
Starbucks,43.4587335,-71.5613798
Five Guys,43.4586821,-71.5612726
Stella's Pizza,42.370719,-71.1584779
Cha Yen,42.3708018,-71.1583627
Yoshi Sushi,42.7339405,-73.7627485
Winsor Dim Sum House & Bar,42.2669184,-71.0146198
Chili's,42.0325963,-71.3119145
Panera Bread,42.0325781,-71.3107803
Starbucks,42.0275447,-71.3106004
Bertucci's,42.2110907,-71.0195113
Panera Bread,42.210909,-71.0188264
Sichuan Gourmet,42.1074913,-71.198891
Christopher's Kitchen And Bar,41.9998946,-71.516156
Atlantic Bagel & Deli,42.2403568,-70.8018423
Giorgio's Ristorante & Bar,42.9841313,-71.4716512
Ernesto's,42.3633795,-71.0559078
Delicias Del Caribe,42.3147123,-71.0603116
AVA Cucina,42.2409064,-70.8042813
Sal's Pizza,43.0564338,-71.4404125
Tucker's,43.055981,-71.4412065
Merrimack County Savings Bank,43.0525179,-71.4382319
Bandidos Mexican Restaurant,41.9014277,-71.3913871
South Shore Art Center,42.2407157,-70.8037882
Mr. Dooley's,42.2411083,-70.8028973
Peel Pizza,42.2410469,-70.8029487
Lenny's Hideaway,42.2406828,-70.8029625
Bia Bistro,42.2405361,-70.802109
Thai Palace,41.5541247,-72.9732099
Dunkin' Donuts,41.55575,-72.9565346
Emilio's Homemade Italian Subs and Dinners,42.3711521,-71.1576609
Rise & Shine Bakery Cafe,43.2233142,-71.2502814
Sunoco Gas Station,42.2100036,-71.2350565
Pearlie Mae's,42.1597921,-71.1141727
Oriental Delight,43.1972181,-70.8743079
Islington Pizza,42.2183339,-71.1885728
Grano Arso,41.4027462,-72.4509919
UPS,43.1880679,-70.9063527
China Pearl,42.2400248,-70.9907293
CVS Pharmacy,41.2996538,-72.376281
Grab N' Go Gas Station,43.084077,-70.9343115
KJ's Sports Bar,43.0858137,-70.9346482
Enterprise,42.2407783,-70.8313474
Route 3A Pizza and Grille,42.2364627,-70.8242943
Dunkin' Donuts,42.4631041,-71.2873535
McLaughlin Snack Bar,43.7075045,-72.2866506
Peet's Coffee,42.3604862,-71.4306579
Mooyah,42.3604393,-71.4299645
Domino's,42.3602769,-71.4207825
Subway,42.3597616,-71.422137
Rossini's Pizzeria,42.3613124,-71.4208193
Starbucks,42.359164,-71.4300327
Colony Grill,41.2217521,-73.0573861
Hawkwood Game Cafe,41.2214764,-73.057374
Citrus,41.2209715,-73.0570354
Frosty Twist,41.2220077,-73.0570445
Capriotti's Sandwich Shop,41.9357607,-71.4758376
Chipotle,41.9357328,-71.4755533
Caffè Nero,42.2309854,-71.1763525
Penang Malaysian Cuisine,42.3513582,-71.0629983
The Salvation Army North Shore Community Center & Church,42.5258441,-70.9004692
The Salvation Army North Shore Community Center & Church,42.5259113,-70.9005282
Starbucks,42.5026223,-70.8559987
Starbucks,41.9357283,-71.4777728
Froyo World,41.9357323,-71.4775811
Five Guys,41.9357333,-71.4775006
Starbucks,42.3170644,-71.3640538
Dunkin' Donuts,42.3210071,-71.3639009
Dunkin' Donuts,42.6810903,-72.0481419
Beals Memorial Library,42.6825369,-72.0492436
Thai 9,44.0447609,-71.6683037
One Love Brewery,44.0431337,-71.6689284
Black Mtn. Burger Co.,44.0496383,-71.6592733
Magika,42.5216634,-70.9013822
Dunkin' Donuts,42.5735267,-70.769304
Dunkin' Donuts,43.0284058,-71.4403602
&pizza,42.3735483,-71.11961
Blackbird Doughnuts,42.3726081,-71.1184022
Blue Bottle Coffee,42.3714835,-71.1168814
Dunkin' Donuts,42.3717171,-71.1211329
Orinoco: A Latin Kitchen,42.3717577,-71.1204234
Cafe Sushi,42.3706378,-71.1134151
CVS Pharmacy,41.3405336,-73.0802016
Starbucks,41.3404999,-73.0793694
Aroma Joe's,43.0807542,-70.9357702
Sinclair,43.0751402,-70.9387491
Newmarket Dental,43.07309,-70.9400719
Irving,43.0702494,-70.9399135
Menchie's,42.2512624,-70.922743
Hyannis Transportation Center,41.6564354,-70.2798157
Veggie Grill,42.3720183,-71.1208036
Bon Me,42.3727178,-71.118513
Dig Inn,42.3722125,-71.1195269
Claremont Savings Bank Community Center,43.3647892,-72.3350695
Tremont House of Pizza,43.3679626,-72.3401345
Windsor Transfer Station,42.485635,-72.9905346
Friendly Fred's Convenient Store,42.5112734,-73.0839931
Taco Bell Cantina,41.3067993,-72.9278431
Studio Cinema,42.3856362,-71.1845499
Little Country Pizza & Restaurant,41.5785117,-71.6546859
Dunkin' Donuts,42.328338,-71.4361486
Flannel Tavern,43.2936441,-71.3537818
The Draft Sports Bar & Grill,43.2006377,-71.5332375
Moe's Italian Sandwiches,43.2005158,-71.532794
Dragon Star,43.2003667,-71.5326758
Nadeau's,43.1999012,-71.5323917
The Last Chair,43.7705,-71.7627
Ben & Jerry's,41.4837244,-71.3147637
Cocheco Cafe,43.1962074,-70.8748922
ClearChoiceMD | CMC Hooksett Urgent Care,43.0417766,-71.4359972
Little Carmens,42.1740234,-70.8821009
Dentistry for Chickens,42.1740807,-70.8823159
Cedar Café,42.1728911,-70.878044
Jimmy's Pub & Restaurant,42.0279054,-71.2176536
Toasted Flats,42.3711296,-71.0371584
Rice Burg,42.2965701,-71.2924033
McDonald's,43.0466664,-71.4371506
My Coffee House,43.5242663,-71.4702392
Heav'nly Donuts,42.7048576,-71.1329414
Dalegna at Nolo,41.3101386,-72.9175477
McDonald's,43.4518197,-71.2103118
McDonald's,43.3150275,-70.9769757
McDonald's,43.3109955,-70.9920578
McDonald's,43.0279364,-71.0745384
Sawbelly Brewing,42.9942405,-70.9716234
Jimbob's General Store,43.9708712,-70.7994346
Minuteman Diner,42.4841077,-71.2603927
The Makery Sewing Studio,42.218887,-70.785326
Lamprey Health Care,43.0746583,-70.9438793
Great Hill Maples,43.0639895,-70.9437258
Pizza Barn & Bar,43.0532291,-70.937566
Marylou's Coffee,42.2185689,-70.7857674
Teatotaller,43.2621188,-70.8652919
Avita of Stroudwater,43.6644612,-70.3541125
Westbrook Fire and Rescue Station 1,43.6789804,-70.3539187
Westbrook Police Department,43.6792662,-70.353925
Chipotle,43.6775618,-70.3298042
Saccarappa School,43.6723881,-70.3766539
Westbrook Fire and Rescue Station 3,43.7270187,-70.3426682
Stroudwater Lodge,43.6660544,-70.3537412
Malcolm A. Noyes Apartments at Millbrook Estates,43.697235,-70.345434
Essex Street Dental Medicine,42.5186164,-70.9048665
Za Pie Society,43.2662518,-70.8641878
Subway,43.2664321,-70.8642819
Happy City Chinese Restaurant,43.2613169,-70.8639097
Stripe Nine Brewing Co.,43.2614641,-70.8640345
Villa Pizza and Lounge,43.2637217,-70.8636851
Somersworth House of Pizza,43.2643747,-70.8638369
Smoke and Cream,43.2647089,-70.8639246
A&E Coffee & Tea,42.9925837,-71.4637881
Thousand Crane,42.9925156,-71.4637847
Torched,42.9916588,-71.4633042
Bonfire Restaurant & Country Bar,42.9917315,-71.4633097
Antojitos,42.9908003,-71.4590798
Republic,42.9933213,-71.4627512
The Gyro Spot,42.9933564,-71.4627509
Caesario's,42.9932904,-71.4627514
Swan River,41.6548525,-70.1540429
River Valley Dental,42.3440541,-72.5823779
Domino's,41.8707797,-71.5223296
Gorham Fire Department White Rock Station,43.7591718,-70.4677928
St. Anne's Church,43.6843004,-70.426201
Galilee Baptist Church,43.684962,-70.4244114
Lil' Mart,43.7185824,-70.5235402
Gorham Fire Department West Gorham Station,43.7000709,-70.4983127
White Rock Baptist Church,43.7570233,-70.4696284
Maine Optometry,43.6914857,-70.4025407
Dow Road Cemetery,43.6948214,-70.5010795
White Rock Cemetery,43.765757,-70.4741167
South Gorham Cemetery,43.6395807,-70.4176605
North Gorham Cemetery,43.7942484,-70.4605657
Hillside Cemetery,43.727989,-70.436475
Shaws Mill Cemetery,43.7371708,-70.5182395
Sapling Hill Cemetery,43.7491064,-70.4610509
Langsford Road Lobster & Fish,43.367236,-70.4368366
People's United Bank,43.3599319,-70.4754943
Kennebunkport Police Department,43.3704613,-70.4498913
Kennebunkport Fire Department Village Station,43.3670907,-70.4751187
Kennebunkport Fire Department Cape Porpoise Station,43.372597,-70.438716
Kennebunkport Fire Department Wildes District Station,43.3605389,-70.4573001
Kennebunkport Fire Department Goos Rocks Beach Station,43.4073894,-70.4218166
Bank of New Hampshire,43.0174171,-71.4491318
River Valley Aikido,42.8455681,-72.5679591
Eastern Trail Parking,43.4339862,-70.5316531
Jaho Coffee Roaster & Wine Bar,42.3467236,-71.0796355
Sgt. Pepperoni,41.809504,-72.2616554
Wing Express,41.8095396,-72.2615527
Wally's Chicken Coop,41.809554,-72.2614938
South Berwick Fire Department,43.2377821,-70.8085286
USPS,43.7294939,-70.1112313
"Chebeague Island Library,",43.7397991,-70.1079509
Chebeague Island Fire Department,43.74074,-70.1194991
Newfield Volunteer Fire Department,43.6395984,-70.8989
K. O. Catering & Pies,42.3641221,-71.0316163
Weathervan Restaurant,43.1112456,-70.7344219
Woodland Farms Brewery,43.1112556,-70.7344219
Starbucks,43.1113466,-70.7342896
Bedrock Lobster Pound,43.1301461,-70.7044785
Lil's Cafe,43.085868,-70.7435535
Rudder's Public House,43.0859186,-70.7430625
Domino's,43.1225243,-70.7169194
Goodwin Mills Fire Department,43.5078246,-70.5810405
Lyman Elementary School,43.4871197,-70.6335528
Pasta Loft,42.8351352,-71.6498277
Amigos Mexican Cantina,42.8350328,-71.6488935
Wickedpissah Chowdah,42.8350857,-71.6489001
Portland Fire Department Cliff Island Fire Station,43.6965637,-70.1046227
Portland Fire Department Peaks Island Fire Station,43.6584592,-70.1984443
Peaks Cafe,43.6555421,-70.1981301
Portland Fire Department Great Diamond Island Fire Station,43.6836548,-70.1934619
Portland Fire Department Little Diamond Island Fire Station,43.6654577,-70.2097093
Döner,41.309284,-72.9347986
Bow Family Dentistry,43.171442,-71.5350217
Au Chalet,41.3111295,-72.9225533
Choupette Crêperie,41.31119,-72.922537
Portland House of Pizza,43.6991383,-70.2870564
Dear Dairy,43.6875397,-70.2602576
Portland Fire Department Ocean Avenue Fire Station,43.6867325,-70.2679874
Monte's Fine Foods,43.6854841,-70.2685194
Coveside Coffee,43.6719034,-70.2832862
Rwanda Bean Coffee,43.674346,-70.29503
Portland Arts and Technology High School,43.6971735,-70.2935803
Bank of America,43.7019915,-70.2887433
Taco Bell,43.6993971,-70.2872667
Dunkin',43.6992339,-70.288163
Cumberland County Federal Credit Union,43.6987959,-70.2866768
Bath Savings Institution,43.7019966,-70.2894942
Norway Savings Bank,43.6659609,-70.2769041
Sammy's Scoops,43.6734603,-70.2833566
Back Cove BBQ & Pizzeria,43.6746655,-70.282669
Cheverus High School,43.6796463,-70.277701
Stacks Pancake Company,43.6816076,-70.3283116
Black Cow Burgers & Fries,43.6582235,-70.2550907
Norway Savings Bank,43.658667,-70.2564848
Coals,43.6600912,-70.263402
Eighty8 Donuts,43.657962,-70.2576588
Broken Arrow,43.6556299,-70.2617521
Three Dollar Deweys,43.6549838,-70.2546017
Maiz,43.6701728,-70.2830508
Kuno,43.6624597,-70.2537463
Anoche,43.664786,-70.2516312
Tomaso's Canteen,43.6598982,-70.2514392
Preble Street Teen Center,43.6580023,-70.2617646
Portland Fire Department Marine Division,43.6575554,-70.2492604
Cheese Louise,43.656714,-70.2528333
Ramona's,43.6665586,-70.2529451
Pigeons,43.6653581,-70.2519527
Hugo’s,43.6593722,-70.2513414
Crispy Gai,43.6580706,-70.2555651
East Ender,43.6602019,-70.2504953
Leeward,43.6556803,-70.2600975
The Holy Donut,43.6559786,-70.2528646
Mami,43.657102,-70.2520555
Mister Bagel,43.6697161,-70.282024
Preble Street Learning Collaborative,43.6583582,-70.2621503
Zephyr Ice,43.6527003,-70.2628688
Butcher Burger,43.6553956,-70.2546456
Izakaya Minato,43.6650456,-70.2521508
Silly's,43.665457,-70.2524012
Portland Fire Department Munjoy Hill Station,43.665611,-70.2478832
City of Portland Day Parking Lot,43.6609814,-70.2462807
Helm,43.6608027,-70.2464284
Mitr,43.6582275,-70.2922987
Fred P Hall School,43.6790051,-70.3181746
Kon Asian Bistro,43.6754363,-70.3263644
CVS Pharmacy,43.6579302,-70.2973139
Senior Housing,43.6746671,-70.318923
Limerick Congregational Church,43.6908294,-70.7924709
Limerick Free Baptist Church,43.6894183,-70.7966104
Limerick Fire Department,43.6876776,-70.7953673
North Berwick Police Department,43.3055975,-70.7341997
North Berwick Fire Department,43.3048291,-70.7355896
North Berwick Fire Department,43.3643273,-70.7490344
C&S Pizza,42.6846714,-72.0459392
Subway,42.6811199,-72.0476275
Gabby's Pizza & Subs,42.6859307,-72.0445549
CVS Pharmacy,43.6995702,-72.2905548
SamosaMan Exotic Grill,43.7013601,-72.2902972
Biddeford Police Department,43.4918076,-70.4541087
Biddeford Fire Department Central Station,43.4894933,-70.4594205
Planned Parenthood,43.494103,-70.4583998
Saint Joseph Church,43.4938051,-70.4609281
McDonald's,43.4837043,-70.4716655
Naples Fire and Rescue Department,43.9727055,-70.6133525
Cornish Volunteer Fire Department,43.8023697,-70.8068985
Eddy's Place,42.421035,-71.098054
Jameson Elementary School,43.5127384,-70.3947995
Old Orchard Police Department,43.5143369,-70.3918237
Old Orchard Beach High School,43.5176503,-70.3962613
The Oyster Club @ The Heritage,42.3514729,-71.0701153
Dunkin',42.3365119,-71.0892211
Lovell Volunteer Fire Department Central Station,44.1668272,-70.8978592
Lovell Fire Department Village Station,44.1242098,-70.8895133
Young School,43.5125805,-70.4523063
Saco Middle School,43.5255526,-70.4669843
Saco Fire Department Camp Ellis Station,43.4788121,-70.3968936
Saco Fire Department North Saco Station,43.5702242,-70.4814612
Saco Fire Department Central Station,43.5129824,-70.4500828
Garsides Ice Cream,43.4823094,-70.4065081
Unitarian Universalist Church,43.4974749,-70.4417276
Saco City Hall,43.4991756,-70.4450211
The Landing at Saco Bay,43.5030799,-70.4424485
Kerryman Pub,43.5094148,-70.4352571
Krispy Kreme,43.5095842,-70.4350323
Aroma Joe's,43.5145677,-70.4304388
C K Burns School,43.5013821,-70.4399899
U.S. Post Office,43.4974669,-70.4459266
Dyer Library,43.5014015,-70.4420251
Rite Aid,43.5054703,-70.4374645
Amatoes,43.5061196,-70.4370222
Starbucks,43.5088507,-70.4346805
Saco Police Department,43.497825,-70.4475121
KFC,43.5078261,-70.435572
KeyBank,43.500527,-70.4478117
Pizza Hut,43.5083103,-70.4350145
Gray Fire Rescue Department,43.9008662,-70.3450006
Gray Fire Rescue Department Station 2 Dry Mills,43.9175133,-70.3553275
Gray Fire Rescue Department Station 3,43.8791004,-70.3295801
Gray Historical Society,43.8853086,-70.331069
South Hiram Fire Department,43.811859,-70.8789314
Hiram Post Office,43.8822431,-70.8007411
Hiram Fire Department,43.8815196,-70.8000845
Wells Post Office,43.2786385,-70.5950082
Wells Public Library,43.3184288,-70.583359
Wells Fire Department High Pine Station,43.360637,-70.6660354
Wells Fire Department Corner station,43.3223771,-70.5804399
Wells Police Department,43.3222205,-70.580368
Wells Fire Department Branch Station,43.3735222,-70.6011161
Wildcat Pizza,43.1345036,-70.9250706
Durham Post Office,43.1338386,-70.924379
Durham House of Pizza,43.1341604,-70.9256949
Cundys Harbor Volunteer Fire and Rescue Departmentt,43.7979537,-69.8937693
Harpswell Neck Volunteer Fire and Rescue Department,43.7702467,-70.0092252
Cundy's Harbor Library,43.7914997,-69.8929087
Orrs - Bailey Island Volunteer Fire and Rescue Department,43.7677332,-69.9719905
Town landing Parking Lot,43.7316686,-69.9975013
Giants Stairs Trail Parking,43.7260323,-69.9928325
Curtis Farm Preserve Trail Parking,43.7616027,-70.0137822
Curtis Farm Preserve Trail Town Trail Parking Lot,43.7627571,-70.0226657
Bowdoin College Coastal Studies Center Hiking Trails,43.7874024,-69.9585572
Widgeon Cove Trail Parking for Town Hiking Trail,43.8116787,-69.9748044
Stovers Point Preserve Town Hiking Trail,43.7562526,-69.9981332
Trufan Summerton Field and Long Reach Preserve Trail Parking for Town Ball field and Hiking Trail,43.8149192,-69.9239701
Houghton Graves Park Parking area for town hiking trail,43.7606448,-69.9769692
Hakett and Minot Trails Parking Parking for town owned hiking trail,43.7993317,-69.9877245
Wilsons Cove Trail Town Hiking Trail parking,43.8123461,-69.9746722
Holbrook's Lobster Wharf + Grille,43.7885128,-69.8926157
Skolfield Shores Preserve Hiking trail parking,43.853739,-69.9486638
Parking Lot for Municipal Hiking Trail,43.7989312,-69.9062086
New Gloucester Fire Department,43.9620532,-70.2999243
Subway,43.4046155,-72.4128009
Exit 8te,43.4046426,-72.4103425
Dunkin' Donuts,43.4044042,-72.4111599
Third Alarm Diner,43.4402515,-70.7739244
Casco Fire Department South Casco - Station 2,43.9255718,-70.5279361
Post Office,44.0045956,-70.5228348
USPS,43.9254563,-70.5318509
Community Health Center,43.9232779,-70.5260961
Sebago Primary Eye Care,43.919234,-70.5235015
Boat Ramp Parking Lot,44.0061532,-70.5201303
Snowmobile Park and Ride,43.9856592,-70.5182666
Sebago Fire Department Station 1,43.8907496,-70.6964503
Sebago Fire Department Station 3,43.8902448,-70.6325254
Sebago Fire Department Station 2,43.8527621,-70.6357387
Sebago Elementary School,43.8553079,-70.6380915
Frye Island Police Department,43.8474203,-70.5192026
Frye's Leap,43.8474711,-70.5191044
Frye Island Fire Department,43.8384805,-70.5235346
Acton Fire Department,43.530443,-70.907877
Chinese Resturant,43.1300079,-70.7733963
Pizza Restaurant,43.1298486,-70.7732196
Dr Wentworth Chiropractor,43.1294531,-70.7725934
Northfield Savings Bank,43.8232277,-72.602054
Bar Harbor Bank & Trust,43.8232162,-72.5972044
Country Animal Hospital,43.8230915,-72.5960576
Cornerstone Church,43.8232575,-72.5936568
Caffè Nero,42.3522328,-71.1226813
Good Neighbor Health Clinic,43.6489351,-72.3201199
Red Logan Dental Clinic,43.6488931,-72.3200108
Wolf Tree,43.6484019,-72.3196159
Falmouth Fire EMS Department West Falmouth Station,43.7467429,-70.2937644
Falmouth High School,43.7404363,-70.2724237
Falmouth Police Department,43.7355071,-70.2458262
Presumpscot Falls Park,43.7175604,-70.2644538
Martha Sawyer Community Library,43.4030156,-70.9090526
Lebanon Fire Department Blaisdell Corner Station,43.3483349,-70.9298607
Lebanon Fire Department Central Station,43.416971,-70.8748433
Briggs Opera House,43.6485262,-72.3189642
The Engine Room,43.6457936,-72.3178804
River Roost Brewery,43.6457605,-72.3183238
Ruby Thailand Cuisine,43.6348058,-70.2455535
The UPS Store,43.63531,-70.2529712
Asia Restaurant,43.6351892,-70.2541402
Bank of America,43.6351389,-70.2550255
South Portland Fire Department Cash Corner,43.6284736,-70.2935983
Upper Valley Zen Center,43.6499027,-72.3190362
Kung Fu Tea,42.7928927,-71.5216492
India Palace,42.7929537,-71.5215825
Ciao's Pizza,42.7932349,-71.5224813
Uno Pizzaria & Grill,42.8004739,-71.5354676
Giorgio's Ristorante & Martini Bar,42.8049872,-71.544465
Kool K9,43.0429801,-71.4363861
