name,latitude,longitude
Washington Fire Marshal's Office,41.6574397,-73.3688981
Thomaston Volunteer Fire Department,41.6673308,-73.0787496
Woodbury Volunteer Fire Department Hotchkissville Company,41.5658233,-73.2154073
Beacon Hose Company,41.4437348,-73.0636961
Washington Fire Department,41.6550821,-73.3184551
Stratford Fire Department Company 2,41.2256579,-73.1364436
North Branford Fire Department Company 3,41.4164011,-72.7468546
Bethany Fire Department Hinman Station,41.4110088,-73.0299702
Stratford Fire Department Company 1,41.1976059,-73.1313595
Huntington Fire Company Number 3,41.2936804,-73.1454193
Sharon Fire Marshal's Office,41.8784787,-73.477299
Plymouth Fire Department Company 1,41.6807759,-73.021517
Monroe Fire Marshal's Office,41.331828,-73.2084841
Colebrook Fire Department,41.9897127,-73.095766
Watertown Fire Department Station 1,41.5981772,-73.1133461
New Hartford Fire Department,41.8794299,-72.9767017
Allingtown Fire Department,41.2967329,-72.9753271
Southbury Fire Marshal's Office,41.4696016,-73.2245663
Bethlehem Fire Department,41.6379335,-73.2093344
Derby Fire Department Paugassett Hook and Ladder 4,41.3177686,-73.0806098
Allingtown Fire Department Headquarters,41.2963059,-72.9580997
Dodgingtown Volunteer Fire Company,41.3794669,-73.3569715
Hawleyville Volunteer Fire Company,41.4300856,-73.3534294
Winsted Fire Department Station 3,41.9239023,-73.0584212
Winsted Fire Department Station 2,41.923835,-73.0778277
F.C. Spencer Hook & Ladder Co. #3,41.2806393,-72.6839789
Milford Fire Department Station 7,41.2334707,-73.0720979
Monroe Volunteer Fire Department Station 1,41.3283001,-73.2068079
Monroe Volunteer Fire Department Station 2,41.3426447,-73.2310971
Oxford Fire Department Riverside Fire Company,41.3871057,-73.1725038
Derby's East End Hose Company # 3,41.3058433,-73.0655869
South Meriden Volunteer Fire Department,41.5172659,-72.8291669
Oxford Fire Department Quaker Farms Fire Company,41.4198482,-73.1510867
Hamden Fire Department Station 3,41.3502188,-72.9014909
Stepney Volunteer Fire Department Station 1,41.3008595,-73.2511858
Milford Fire Department Station 8,41.1964255,-73.0964027
Hamden Fire Department Station 9,41.4260507,-72.9306305
Hamden Fire Department Station 4,41.3840212,-72.9019822
Hamden Fire Department Station 5,41.4044541,-72.8981598
Webster Hose Company Number 3,41.3336059,-73.0734045
United Fire Company of Botsford,41.3630712,-73.2675064
Charters Hose Company Number 4,41.3408243,-73.0860073
Plymouth Fire Marshal's Office,41.6797353,-72.9988658
Stony Hill Volunteer Fire Department,41.414792,-73.3850804
New Hartford Fire Marshal's Office,41.8791913,-72.9797245
Oxford Center Fire Company,41.4376961,-73.1201936
New Milford Fire Marshal's Office,41.5778942,-73.4099244
New Preston Fire Department,41.6696085,-73.3597746
Citizens Engine Company,41.3942413,-73.0746029
Milford Fire Department Station 1,41.2233508,-73.0541192
New Haven Fire Department Engine 17,41.3075164,-72.8850118
New Haven Fire Department Engine 5,41.2911755,-72.8941111
Southbury Fire Department Center Fire House,41.4696571,-73.2244405
Cornwall Volunteer Fire Department,41.8754367,-73.3411267
Litchfield Fire Department,41.7462854,-73.2009972
Northfield Volunteer Fire Company,41.6950984,-73.1100186
Pleasant Valley Volunteer Fire Department,41.913401,-72.9809251
Riverton Volunteer Fire Department,41.9622522,-73.0197382
New Haven Fire Department Engine 6,41.3157153,-72.9343606
Trumbell Fire Department Station 2,41.2782323,-73.2013035
Sandy Hook Volunteer Fire Company,41.3902321,-73.2092195
Stevenson Volunteer Fire Department,41.3856149,-73.1889291
West Haven Fire Department Station 5,41.2745451,-72.9738815
Southbury Fire Department South Ford Fire House,41.4677107,-73.1624905
Southbury Fire Department South Britain Fire House,41.4683722,-73.2497483
Plymouth Fire Department Company 3,41.6518704,-72.9858371
Plymouth Fire Department Company 2,41.6716601,-73.0517843
Warren Volunteer Fire Company,41.7427427,-73.3481708
Cornwall Volunteer Fire Department,41.8159593,-73.3717232
Sharon Fire Department,41.8794717,-73.4775411
Drakeville Volunteer Fire Department,41.8546719,-73.1563924
Stratford Fire Department Company 4,41.2512521,-73.1170591
Short Beach Hook & Ladder Co. #4,41.2582473,-72.8499987
East Haven Fire Department Station 6,41.2603519,-72.8556875
East Haven Fire Department Station 4,41.2502346,-72.8700261
Southbury Fire Department Purchase Fire House,41.4879807,-73.2818672
Sherman Volunteer Fire Department,41.5797609,-73.4971942
Brookfield Volunteer Fire Company,41.4633827,-73.3973101
Brookfield Volunteer Fire Department Candlewood Company,41.4752119,-73.4405437
New Fairfield Volunteer Fire Department Squantz Engine Company,41.5074138,-73.4708045
Nichols Fire Department Station 1,41.2435209,-73.158963
Nichols Fire Department Station 2,41.2633704,-73.1712733
Goodspeed Opera House Library,41.4517757,-72.4625231
Ivoryton Library Association,41.3481547,-72.4406425
Middle Haddam Public Library,41.5524751,-72.549956
Waterbury Fire Department Station 6,41.5694546,-73.0489253
Saint Francis Hospital and Medical Center Health Sciences Libra,41.7750999,-72.6981492
Acton Public Library,41.2878764,-72.3795291
Chester Public Library,41.4015824,-72.4531378
Cromwell Belden Public Library,41.5977963,-72.6526208
Deep River Public Library,41.386696,-72.4363947
East Hampton Public Library,41.573207,-72.5003814
Essex Library Association,41.3541697,-72.3967113
North Farms Volunteer Fire Department,41.4815952,-72.7853167
Wallingford Fire Department Cook Hill Street Station,41.4562934,-72.8569069
Great Hill Hose Company,41.3718465,-73.1154102
Naugatuck Fire Department Headquarters,41.4901098,-73.054762
Naugatuck Fire Department East Side Station,41.4913581,-73.0293814
Wallingford Fire Department Yalesville Station,41.4866997,-72.8319345
Waterbury Fire Department Station 4,41.5415629,-73.0332603
Waterbury Fire Department Station 11,41.5378396,-73.0528616
Waterbury Fire Department Station 8,41.5681689,-73.0636381
Cheshire Fire Department Company 2,41.5469846,-72.9587573
Waterbury Fire Department Station 5,41.5438084,-73.0099889
East Haven Fire Department Station 1,41.2767207,-72.8697885
M.P. Rice Hose Company #2,41.2772413,-72.821038
West Haven Fire Department Hook and Ladder 1,41.2774149,-72.9441791
West Haven Fire Department Station 3,41.2851155,-72.9545959
East Haven Fire Department Station 3,41.3237829,-72.839681
North Haven Fire Department Company 2,41.3514136,-72.8619155
Indian Neck Pine Orchard Fire Co. #9,41.2605975,-72.8007584
Stony Creek Rescue Fire Co. #5,41.2714533,-72.7524547
North Haven Fire Department Company 3,41.3710487,-72.8964749
North Haven Fire Department Headquarters,41.3884257,-72.8619214
Hamden Fire Department Station 7,41.3988407,-72.9238079
Hamden Fire Department Station 8,41.3693863,-72.9505958
North Madison Fire Company,41.3574999,-72.6382871
Nort East Fire Department Company 4,41.408153,-72.8438683
East Wallingford Volunteer Fire Department,41.4325479,-72.8177707
Voluntown Public Library,41.5739877,-71.8634051
Waterford Public Library,41.3418718,-72.1360209
Wheeler Library,41.4399711,-71.8846386
Stonington Historical Society Library,41.3428701,-71.9071229
Naval Undersea Warfare Center-Detachment Technical Library,41.3918771,-72.0900832
Lyme Historical Society Library,41.3245426,-72.327027
Ledyard Library,41.4398566,-72.0150947
Liebling Wood Library,41.3092067,-72.1109067
G W Blunt White Library,41.3631939,-71.9636
Butler Library,41.3884321,-71.9586844
East Lyme Public Library,41.3470422,-72.2170234
West Woodstock Library,41.9562082,-72.0470195
Immaculate Conception Center Library,41.9284113,-71.8686287
Sterling Public Library,41.6928128,-71.8062872
Putnam Law Library,41.9198452,-71.9107727
North Woodstock Library,41.9945414,-71.998963
May Memorial Library,41.9848193,-71.9775738
Lapalme Health Sciences Library,41.9063646,-71.9146673
Florence Grant Health Sciences Library,41.7175088,-72.2263468
Westbrook Public Library,41.2850816,-72.4430326
Stetson Branch Library,41.3184235,-72.934222
Taylor Memorial Library,41.2224111,-73.0570803
Temple Emanuel Library,41.2999233,-73.0070873
Wallingford Historical Society Library,41.4587085,-72.8153771
Seymour Public Library,41.3959504,-73.079952
Silas Bronson Library,41.5543348,-73.0447996
Slate Library,41.331486,-72.9184355
Southbury Senior Center,41.4677777,-73.2270954
Osborne Library,41.3307008,-72.9190489
Paier College of Art Library,41.3348193,-72.9209356
Planned Parenthood of Connecticut Library,41.3197454,-72.91832
Piantino Library,41.2961469,-72.9590822
Mary and James Dimeo Library,41.3667638,-72.9484366
Mattatuck Historical Society Library,41.5575969,-73.0434408
New Hartford Free Public Library,41.8787076,-72.9798267
Plymouth Library Association,41.672143,-73.0524797
Oakville Branch Library,41.5876209,-73.0886257
Hungerford Memorial Library,41.7725974,-73.0559409
Institute for American Indian Studies Research and Education Library,41.6103732,-73.322618
Hotchkiss Library of Sharon,41.8788081,-73.4761173
John Thompson Memorial Library,41.8048188,-73.1209436
Kent Memorial Library,41.7264552,-73.4752794
Gilbert Library,41.6953749,-73.1120544
Douglas Library,42.0276222,-73.3304487
H J Ingraham Memorial Research Library,41.7465918,-73.1884476
Gunn Memorial Library,41.6328217,-73.3103942
Goshen Public Library,41.8346997,-73.2273856
Goshen Historical Society Library,41.8314846,-73.2242811
Bethlehem Public Library,41.6374559,-73.2091877
Beardsley and Memorial Library,41.9262064,-73.0759417
Bakerville Library,41.8316036,-73.0300434
Abbey of Regina Laudis Library,41.6108271,-73.2092916
Calhaoun Memorial Library,41.8437058,-73.3295627
Burnham Library,41.5342616,-73.3656748
Sherman Library,41.5778621,-73.4975918
Stratford Historical Society Library,41.1884304,-73.1295539
Stratford Library Association,41.2134302,-73.1267762
Berlin-Peck Memorial Library,41.6273718,-72.7743856
Barbour Branch Library,41.7928082,-72.6782071
Auebach Art Library,41.7632955,-72.6735179
Archbishop Henry J. O’Brien Memorial Library,41.806893,-72.733689
Miller Memorial Library,41.3832676,-72.9045521
Young Mens Institute Library,41.3056356,-72.9243365
Albertus Magnus College Library,41.331568,-72.9226751
Allington Public Library,41.2962241,-72.9591382
Ansonia Library,41.3451374,-73.0767213
Beacon Falls Public Library,41.4455635,-73.0602213
Chapel on Edgewood Public Library,41.3131527,-72.9448251
Waterbury Hospital Health Center Library,41.5598191,-73.0592747
West Haven Public Library,41.2756118,-72.951993
Whitney Library,41.3134436,-72.9222823
Derby Public Library,41.3267634,-73.0887196
Derby Neck Library,41.3306522,-73.1006645
Esther Swinkin Memorial Library,41.3650971,-72.9078797
Connecticut Mental Health Center Library,41.3056527,-72.9367692
Clark Memorial Library,41.4269248,-72.9944226
Connecticut State Judicial Department Law Library,41.5562151,-73.0435682
Cushing-Whitney Medical Library,41.303002,-72.9332441
Curtist Memorial Library,41.5342646,-72.7987099
Department of Veterans Affairs Medical Center Library,41.2825971,-72.9606586
Hagaman Memorial Library,41.2776927,-72.8702992
Gaylord Hospital Medical Library,41.4734306,-72.8564897
Community Health Resource Center,41.3357109,-73.0889646
Human Relations Area File Library,41.3326306,-72.920272
Fairchild Memorial Library,41.2398188,-73.1615002
Mancross Memorial Library,41.6762095,-72.9131578
Library Association of Warehouse Point,41.9273195,-72.6181454
Kent Memorial Library,41.9995405,-72.6503683
Manchester Memorial Hospital Medical Library,41.7818704,-72.5258085
Lucy Robbins Welles Library,41.6970876,-72.7283699
Richard W Dunne Library,41.7681548,-72.8589887
Simsbury Historical Society Research Library,41.8761638,-72.8004768
Wickham Memorial Library,41.7795438,-72.6112013
Department of Veterans Affairs Veterans Home and Hospital Medical Library,41.6562105,-72.6528704
Tunxis Community College Library,41.7059501,-72.8777271
City of Torrington Street Division Garage,41.7939857,-73.1148323
Colebrook Town Garage,42.0095384,-73.1026092
Harwinton Town Garage,41.7659308,-73.0467739
Prospect Town Garage,41.5062082,-72.9478818
Department of Veterans Affairs Hospital Health Sciences Library,41.7014889,-72.7406513
Clinton Town Garage,41.2889879,-72.5550912
Woodstock Town Highway Garage,41.9592638,-72.0172968
Saint Pauls Convent,41.6345952,-72.77077
John N Badolato Parking Garage,41.668355,-72.7833279
Connecticut Correctional Institution at Cheshire,41.5215518,-72.8996243
Litchfield County Jail,41.7475968,-73.1915021
Saint Matthew Church Convent,41.6748207,-72.9009352
Saint Josephs Convent,41.9784298,-72.6520352
Immanuel Convent,41.6803761,-72.9339919
Old Newgate Prison,41.9620398,-72.745112
Goshen Town Offices,41.83454,-73.2273368
East Street Branch New Britain Public Library,41.6689884,-72.7650969
Dwight Branch Hartford Public Library,41.7568558,-72.7068911
Emanuel Synagogue Library,41.7981083,-72.7346059
Episcopal Diocese of Connecticut Diocesan Library and Archives,41.7773221,-72.7137054
Hartford Hospital Health Sciences Library,41.7544777,-72.6796497
Mark Twain Branch Hartford Public Library,41.7678778,-72.6981492
Hartford Public Library Ropkin/Sand Branch,41.7790683,-72.6758474
Saint Monicas Church Library,41.7787078,-72.6781161
Harriet Beecher Stowe Center Library and Archives,41.7672035,-72.7004446
Thomas Jefferson Branch New Britain Public Library,41.6945439,-72.7989868
Wilson Branch Windsor Public Library,41.8128769,-72.6584252
Windsor Historical Society Library,41.8570427,-72.6356463
Bristol Public Library,41.6736544,-72.9422607
Berlin Free Library,41.6181969,-72.7466306
Avon Free Public Library,41.7896845,-72.8604884
Connecticut Childrens Hospital Medical Center Library,41.6981555,-72.7142614
Central Library,41.9995407,-72.5534207
Connecticut State Library for the Blind and Physically Handicapped,41.6528771,-72.6473147
Emma Hathaway Branch Library,41.904463,-72.6796156
Enfield-Medium Library,42.0154197,-72.5186357
Edward Ingraham Library,41.6795073,-72.9409661
Goodwin Branch Hartford Public Library,41.7395446,-72.6981494
Ethel L Austin Library,41.9508835,-72.7895273
Ethel Minor Cooke Historical Library,41.6666654,-72.6386829
Hartland Public Library,42.0002069,-72.9787927
Grom Hayes Library,41.7423225,-72.7067608
Cheshire Town Hall,41.4975533,-72.9019047
Bethany Town Hall and Community Center,41.4217637,-73.0009387
Wallingford Town Hall,41.4535924,-72.8195146
Oxford Town Hall,41.438956,-73.1214246
Orange Town Hall,41.2791804,-73.0257322
North Branford Town Hall,41.3266453,-72.7689055
Milford City Hall,41.225134,-73.0577007
Roxbury Town Hall,41.5607405,-73.3109147
Plymouth Town Hall,41.6798199,-73.0003832
Old Goshen Town Hall;Goshen Historic District,41.8320401,-73.2248367
North Canaan Town Hall,42.032207,-73.3340806
Norfolk Town Hall,41.9909272,-73.1967797
New Hartford Town Hall,41.8795409,-72.9798267
Litchfield Town Hall,41.7475968,-73.1914759
Colebrook Town Hall,41.99065,-73.0959424
Cornwall Town Hall,41.8423169,-73.3298405
Bethlehem Town Hall,41.6371535,-73.2093918
Stonington Town Hall,41.3400799,-71.9006852
Wapping Town Hall,41.8295429,-72.5531433
Rocky Hill Town Hall,41.6667314,-72.6385076
Old Town Hall Historical Society Building,41.9770693,-72.5925697
Granby Town Hall,41.9546429,-72.7918018
Newington Town Hall,41.6967947,-72.7298989
Marlborough Town Hall,41.6325372,-72.4617558
Avon Town Hall,41.8115395,-72.8360096
East Granby Town Hall,41.9423192,-72.7292603
Hartland Town Hall,41.9992619,-72.9064899
New Britain City Hall,41.6679504,-72.782658
Little Theatre,41.3117638,-72.9198243
Jones Auditorium,41.3311095,-72.9194769
Alliance Theatre,41.3092638,-72.9220466
Act 2 Theater,41.3322334,-72.9245584
Long Wharf Theatre,41.2943748,-72.9227656
Mary Harkness Auditorium,41.3034645,-72.9338409
Eugene O'Neil Theater Center,41.3098679,-72.1069339
University Theater,41.3097276,-72.931185
Sterling Opera House,41.3214856,-73.0898307
Southbury Playhouse,41.4795402,-73.2190029
Ivoryton Playhouse,41.3480012,-72.440982
Derby Fire Alarm Headquarters,41.3249989,-73.0910201
Goodspeed Opera House,41.451839,-72.4623345
North Stonington Town Hall,41.4407806,-71.880699
Westbrook Town Hall,41.2857245,-72.4498663
Old Saybrook Town Hall,41.2902303,-72.3745984
Deep River Town Hall,41.3850843,-72.4357953
East Haddam Town Hall,41.4794819,-72.4453029
East Hampton Town Hall,41.5831231,-72.5031223
Essex Town Hall,41.3540663,-72.3956755
Haddam Town Hall,41.4803769,-72.5173112
New Britain Opera House,41.6724421,-72.7816942
Wilde Auditorium,41.7978125,-72.7148493
Chester Town Hall,41.4149017,-72.4424963
Jefferson House,41.6953776,-72.714817
William J. Pitkin Community Center,41.7160484,-72.6752311
Berklee Performance Center,42.3469864,-71.0873389
Carpenter Center for the Visual Arts,42.3736056,-71.1142657
Harvard Club of Boston,42.3485735,-71.0891003
Metcalf Center for Science and Engineering,42.3486129,-71.100953
Radcliffe Institute for Advanced Studies,42.3757232,-71.1224711
Tsai Performance Center,42.3502702,-71.1045025
Roxbury Community College Learning Resources Center,42.328983,-71.0956974
Charles Square Associates Fire Command Center,42.3724254,-71.1234649
Brush Art Gallery,42.644144,-71.3122453
List Visual Arts Center,42.3610207,-71.0877409
Boston Center for the Arts,42.3444755,-71.070965
Robsham Theater Arts Center,42.3379145,-71.1681831
Community Art Center,42.368986,-71.0906075
Boston Conservatory of Music,42.3462248,-71.0898622
Betty Shabazz Cultural Center,42.2595356,-72.5725887
Brookline Avenue Medical Building,42.3389864,-71.1069965
Clinton District Courthouse,42.3981481,-71.6861802
Grove Health Center,42.2589801,-72.5728664
Keefe Health Center,42.3728852,-72.5143504
Berkshire County Courthouse,42.4475846,-73.2526049
Essex County Court Buildings,42.523241,-70.8972542
Federal Courthouse,42.2604864,-71.8037611
Suffolk County Courthouse,42.359845,-71.0611201
Brookline Arts Center,42.3449721,-71.1064975
E M Loews Center for the Performing Arts,42.2664821,-71.8003489
1749 Courthouse,41.955473,-70.6644905
Dukes County Courthouse,41.390396,-70.514767
Norfolk County Courthouse,42.2487096,-71.1764421
Middlesex County District Court of Somerville,42.3955416,-71.0844086
Berkshire Performing Arts Center,42.3534194,-73.2820511
Karen Sprague Cultural Arts Center,42.1133696,-72.5567052
Fuller Arts Center,42.1000874,-72.5579313
Becket Arts Center,42.3309622,-73.0847226
Lenox Arts Center,42.2992538,-73.2928852
Lichtenstein Center for the Arts,42.4504657,-73.2521497
Annisquam Exchange and Art Gallery,42.6550948,-70.6781009
Beacon Street Firehouse,42.2546544,-71.8087795
Cambridge Street Firehouse,42.2445378,-71.8095157
Former Elm Street Fire Station,42.5779833,-71.9850102
Central Fire Station,42.0856557,-71.0211567
Kingston Fire Station,42.0006585,-70.7292046
North Abington Fire Station,42.1323226,-70.9506003
Old Central Fire Station,42.4492457,-73.2522196
Central Fire Station,42.2446876,-70.9985882
Towne Student Health Center,42.1047779,-72.5592013
Lynn City Fire Emergency Medical Service Office,42.4725,-70.9669
Danvers Town Fire Department,42.5561,-70.9412
Concord Town Fire Department,42.4557,-71.3439
Rockland Town Fire Department,42.1324,-70.9163
Norfolk Town Fire Department,42.1198,-71.3247
National Fire Protection Agency,42.1254363,-71.0509368
Natick Fire Department,42.2846572,-71.3446757
Nahant Town Fire Department,42.4237535,-70.9322294
Webster Street Firehouse,42.2456488,-71.8331273
Quinsigamond Firehouse,42.2336423,-71.7951524
Pleasant Street Firehouse,42.263982,-71.8145159
Globe Village Fire House,42.0773175,-72.0509087
Eda Kuhn Loeb Music Library,42.376964,-71.1170152
Art Institute of Boston Library,42.3485174,-71.0993601
Boston College Law Library,42.3418695,-71.1932226
O'Neill Library,42.3363039,-71.1692911
Arnold Arboretum Horticulture Library,42.3074545,-71.1209438
Bapst-Burns Library,42.3366991,-71.1713782
The Children’s Workshop,41.8905377,-71.376003
Fire Department Station Number Two,42.3336625,-71.1211918
Central Fire Station,42.4953739,-70.8628253
Brookline Fire Department Station 5,42.344778,-71.1217226
Salem City Fire Department,42.5269631,-70.8795356
Town of Wakefield Fire Department,42.504144,-71.0691892
Youville Hospital School of Practical Nursing Library,42.3746771,-71.1066974
Tozzer Library,42.3785688,-71.1148047
Atheneum Hall,42.3239843,-71.399505
Aquinas College at Milton Library,42.3570412,-71.1947768
Aquinas Newton College Library,42.3575968,-71.194499
Boyden Library,42.0323213,-71.2514417
Benton Branch Belmont Public Library,42.3809298,-71.1697763
Canton Historical Society Library,42.1734324,-71.1367176
Braintree Historical Society Library,42.2038861,-71.0054499
Frances Loeb Library,42.3759405,-71.1139182
Godfrey Lowell Cabot Science Library,42.3761636,-71.1163126
Episcopal Divinity School Library,42.376423,-71.1240885
Physics Research Library,42.377305,-71.1172917
Harvard University Psychology Research Library,42.3771216,-71.1135784
Gutman Library Research Center,42.3749185,-71.1217096
Harvard University Fine Arts Library,42.3763632,-71.1182075
Kummel Library of Geological Sciences,42.3782011,-71.1147103
Massachusetts Eye and Ear Infirmary Libraries,42.362633,-71.070327
Hilles Library,42.3809301,-71.1253307
Harvard Kennedy School Library,42.3711732,-71.1216494
Howard Athenaeum,42.3601045,-71.0617813
Palmer-Davis Library,42.3631529,-71.0694958
Boston Public Library North End Branch,42.364013,-71.054998
Pusey Library,42.3737167,-71.1157815
Paul Revere Pottery and Library Clubhouse,42.3664863,-71.0547732
Glover Memorial Hospital Medical Library,42.2770422,-71.236444
Hatheway Environmental Resource Library,42.4092332,-71.329045
Hazen Memorial Library,42.541202,-71.656458
Jacob and Rose Grossman Library,42.3445418,-71.11033
Lincoln Laboratory Library and Information Services,42.4593566,-71.2653815
Lawrence Newcomb Library,42.3381506,-71.4292282
Louisa May Alcott Memorial Association Library,42.4589652,-71.3362464
Malden Public Library,42.4279236,-71.0661384
Carr Health Sciences Library,42.3850968,-71.1064413
Cattell Memorial Library,42.4878726,-71.202
Charles Hayden Memorial Library,42.3758355,-71.064401
Christa Corrigan McAulife Branch Framingham Public Library,42.3264843,-71.4036718
Colpoys Library,42.2775987,-71.0653281
Dedham Public Library,42.2478193,-71.176182
Deparment of Veterans Affairs Medical Library,42.5006497,-71.271724
East Library,42.3706523,-71.163665
Edith M Fox Branch Robbins Library,42.4056087,-71.1415807
East Somerville Branch Public Library of the City of Somerville,42.3879326,-71.0835948
Frederick E Parlin Memorial Library,42.4062078,-71.0567181
Tedeschi Library and Information Center,42.2842462,-71.4186084
Sherborn Library,42.2395412,-71.3706147
Saints Memorial Medical Center Health Sciences Library,42.6456469,-71.3014492
Robert J Fahey Health Sciences Library,42.4260052,-71.1117133
Reuben Hoar Library,42.5419734,-71.4807115
Public Library of Brookline,42.3345802,-71.1214383
Wilfred T Hood Medical Library,42.3550937,-71.5545097
Waban Branch Newton Free Library,42.3270415,-71.2294997
Thomas Crane Public Library,42.2514688,-71.0008979
Middlesex Community College City Campus Library,42.6445357,-71.307005
Melrose Public Library,42.4592621,-71.066612
Medfield State Hospital Medical Library,42.2114863,-71.3342243
Medford Historical Society Library,42.4192629,-71.1122752
Mental Health Sciences Library,42.3944516,-71.1909823
Marks Fine Arts Library,42.2814233,-71.4177631
Massachusetts Correctional Institution of Concord Library,42.4715821,-71.3986582
North Branch Watertown Free Public Library,42.3773187,-71.1878322
Norfolk Law Library,42.2487096,-71.1764421
Newton Centre Branch Library,42.3300972,-71.1958877
Burton L Wales Public Library,42.1295448,-70.9503224
Dukes County Law Library,41.3903146,-70.5148156
Chilmark Public Library,41.3434465,-70.7444723
Oak Bluffs Public Library,41.454892,-70.5676555
Massachusetts Community College Library,42.0750795,-70.9898635
Middleborough Public Library,41.8937131,-70.9078183
Massachusetts Department of Corrections State Hospital Library,41.9467681,-70.952264
Rockland Memorial Library,42.1323229,-70.9167106
Plymouth Public Library,41.9429119,-70.6570355
East Bridgewater Public Library,42.0326008,-70.9594874
Joseph H. Plumb Memorial Library,41.7314076,-70.8215508
Neipris Library,42.1181316,-71.1780925
Pope John XXIII National Seminary Library,42.3392843,-71.3113999
North Quincy Branch Library Thomas Crane Public Library,42.2737101,-71.0253269
Innovation Academy Charter School,42.658722,-71.4076028
J V Fletcher Library,42.5820359,-71.4381189
Wollaston Branch Thomas Crane Public Library,42.2668216,-71.0179025
Maria Mitchell Science Library,41.2803764,-70.1043217
Nantucket Historical Association Research Library,41.2821514,-70.1000749
Regis College Library,42.3501861,-71.3093579
Stone Library,42.2561821,-71.01117
East Longmeadow Public Library,42.0647746,-72.5139593
D' Amour Library,42.1158266,-72.5187279
East Springfield Branch Springfield City Library,42.1416035,-72.5582592
Chicopee Falls Branch Chicopee Public Library,42.1523154,-72.5803664
Churchill Library,42.1153721,-72.5189755
Historic Northampton Archives and Library,42.3222314,-72.6265465
Granby Free Public Library,42.2550918,-72.5173095
Miles-Smith Science Library,42.2577453,-72.5753228
Munson Memorial Library,42.3407588,-72.5033444
Department of Veterans Affairs Medical Center Library,42.3492556,-72.6820354
Wheeler Memorial Library,42.5848091,-72.3023066
Franklin Law Library,42.5731209,-72.6235182
Abbott Public Library,42.4964849,-70.8628254
Beverly Farms Branch Beverly Public Library,42.5628378,-70.8136956
Cape Ann Historical Association Library,42.613558,-70.6618223
Beverly Public Library,42.5509285,-70.8767155
Charles W Galloupe Memorial Library,42.5472968,-70.8789182
Essex Law Library,42.5232972,-70.8984272
Fitz Memorial Library,42.5514842,-70.8403257
Georgetown Peabody Library,42.7248141,-70.9894992
Dalton Free Public Library,42.4729677,-73.1697955
Pine Point Branch Springfield City Library,42.1253718,-72.5350873
country bank,42.1600937,-72.3336929
Monson Free Library and Reading Room,42.1021633,-72.3190988
Mason Square Branch Springfield City Library,42.1103222,-72.5662049
Sinai Temple Library,42.0717616,-72.5503652
Willimansett Branch Chicopee Public Library,42.1887034,-72.6062006
West Springfield Public Library,42.1052873,-72.6219991
Berkshire Law Library,42.4475846,-73.2526049
Berkshire Athenaeum,42.4477397,-73.2515288
Fairview Branch Chicopee Public Library,42.2086759,-72.5735094
Forest Park Branch Springfield City Library,42.0868957,-72.5635099
Holyoke Community College Library,42.1946691,-72.6524393
Hampden Public Library,42.0633369,-72.4173246
Liberty Branch Springfield City Library,42.1252954,-72.5839669
Saint Josephs Abbey Monastic Library,42.2976331,-72.0133159
Richards Memorial Library,42.3128382,-71.9273904
Oxford Free Library,42.1184286,-71.8650719
Northborough Free Library,42.3190835,-71.6402132
Milford-Whitinsville Regional Hospital Medical Library,42.1334299,-71.5283965
Lamar Soutter Library,42.2784385,-71.7620481
Homer Gage Medical Library,42.272985,-71.7924184
Great Brook Valley Branch Worcester Public Library,42.3052465,-71.7686965
George F Fuller Research Library,42.2862045,-71.7300698
G Eric Jones Library,42.4453698,-71.6889582
Forbush Memorial Library,42.5470337,-71.9134087
Bigelow Free Public Library,42.4174112,-71.6833794
Haverhill Municipal Hospital Medical Library,42.7725905,-71.0642237
Landmark School South Campus Library,42.5537,-70.8478
Lanesborough Public Library,42.5201724,-73.2283835
Perkins Library,42.2844714,-71.2947081
Worcester State Hospital Library and Learning Resources Center,42.2795376,-71.7703484
Westminster Historical Society Library,42.546756,-71.9125754
Worcester County Jail and House of Corrections Library,42.3231484,-71.7684042
Stevens Memorial Library,42.6378257,-71.9094436
South Worcester Branch Library,42.2437045,-71.8106268
Uxbridge Free Public Library,42.0770414,-71.6297881
Office of the Attorney General of Massachusetts Law Library,42.3593032,-71.0624351
Rabbi Marshall R. Lifson Library,42.3389765,-71.1892015
Alford Free Public Library,42.2361132,-73.4143448
Albany International Research Library,42.02441,-71.2200958
Ruth C Wilkins Library,42.5261312,-71.3495208
Berkshire Country Day School Library,42.3214,-73.3259
Attleboro Public Library,41.9461,-71.2868
Middleton Historical Society Library,42.594739,-71.0162236
Massachusetts Horticultural Society Library,42.2804,-71.3079
Massachusetts State Laboratory Institute Medical Center Library,42.3009101,-71.1173949
New Bedford Free Public Library,41.635019,-70.9272341
Moseley Elementary School Media Center,42.1324228,-72.7393305
Monsignor Ryan Memorial High School Library,42.2743234,-71.0667942
Northeastern University School of Law Library,42.3392519,-71.0908403
Edwin Ginn Library,42.4077642,-71.1221642
Flint Public Library,42.593,-71.0148
Boston Latin School Library,42.3376504,-71.1010185
Bowditch and Dewey Library,42.2659,-71.8011
Boston University School of Theology Library,42.3505,-71.1072
Center for Global Education Resource Library,42.2971413,-71.43645
Children's Trust Fund Resource Library,42.3566,-71.059
Children's Safety Network Library,42.3632,-71.2015
Dumphy Memorial Library,42.2643992,-71.7966807
